combo,se,sp,uhr,eff,n,dataset_id,beta_py,se_py,beta_r,se_r,abs_beta_diff,abs_se_diff
10,0.9,0.9,0.33,1.0,5000,34,-0.1412613269822149,0.0403906414585778,-0.141261326982215,0.0403210605750314,8.326672684688674e-17,6.958088354639541e-05
10,0.9,0.9,0.33,1.0,5000,35,-0.1085949788836492,0.0401211537103714,-0.108594978774648,0.0401923672135121,1.090012108351246e-10,7.12135031406963e-05
10,0.9,0.9,0.33,1.0,5000,36,-0.1065530722423996,0.0405429198584748,-0.10655307215057,0.0404180244830902,9.182959948006442e-11,0.0001248953753846052
10,0.9,0.9,0.33,1.0,5000,37,-0.1304536229444499,0.0403467790417238,-0.13045362294445,0.0403424883821724,1.1102230246251565e-16,4.2906595513966805e-06
10,0.9,0.9,0.33,1.0,5000,38,-0.1606121978378732,0.040819863617613,-0.160612197837874,0.0405381359684644,8.049116928532385e-16,0.00028172764914859844
10,0.9,0.9,0.33,1.0,5000,39,-0.0567673632087336,0.0400235333636796,-0.0567673633165461,0.0398510645624758,1.0781250198155234e-10,0.00017246880120379976
10,0.9,0.9,0.33,1.0,5000,40,-0.1039162282633454,0.0397673283235286,-0.103916229466356,0.0395863714882656,1.2030105939198066e-09,0.0001809568352630006
10,0.9,0.9,0.33,1.0,5000,41,-0.1373886879948551,0.040685967301697,-0.137388687472552,0.0404793207047733,5.223030896672753e-10,0.0002066465969236958
10,0.9,0.9,0.33,1.0,5000,42,-0.1530391305165861,0.0401226636942359,-0.153039130516586,0.0400558688549741,1.1102230246251565e-16,6.679483926180091e-05
10,0.9,0.9,0.33,1.0,5000,43,-0.1760243438003473,0.0402983831798444,-0.176024343800348,0.0405887238340974,7.216449660063518e-16,0.00029034065425299904
10,0.9,0.9,0.33,1.0,5000,44,-0.1593014543358369,0.0405211413699123,-0.159301260426132,0.0404862282678567,1.939097049041827e-07,3.491310205559761e-05
10,0.9,0.9,0.33,1.0,5000,45,-0.1522319104114071,0.0399992475006292,-0.15223164380752,0.0398877482974669,2.666038871057541e-07,0.0001114992031623005
10,0.9,0.9,0.33,1.0,5000,46,-0.1589537912871108,0.0400472951186433,-0.158953791287111,0.040027510906944,2.220446049250313e-16,1.9784211699298837e-05
10,0.9,0.9,0.33,1.0,5000,47,-0.1748530215054939,0.0402186452354271,-0.174853021505494,0.0403085935317909,1.1102230246251565e-16,8.994829636380097e-05
10,0.9,0.9,0.33,1.0,5000,48,-0.1088355596461532,0.0401102195817966,-0.108835559524844,0.0402102960805028,1.213091987972703e-10,0.00010007649870619889
10,0.9,0.9,0.33,1.0,5000,49,-0.1184019742574301,0.0397496441608862,-0.118401994192078,0.0398140268345825,1.9934647904618075e-08,6.438267369630185e-05
11,0.9,0.9,0.33,0.85,5000,0,-0.3434225040395386,0.0413068646535704,-0.343422504039535,0.0415538314120492,3.608224830031759e-15,0.00024696675847880184
11,0.9,0.9,0.33,0.85,5000,1,-0.3170694049924341,0.0408884349087843,-0.31706921362298,0.0411318562242211,1.9136945406117434e-07,0.0002434213154368023
