Se,Sp,uhr,B
0.8494681182314593,0.9571488888460232,0.306472331575362,-0.0980326380222117
0.8960969945244561,0.8255648080900002,0.4737617658430543,-0.0246344050788418
0.858917273445711,0.9086126141076676,0.4634745677129621,-0.0495906345236052
0.7993193711018688,0.8964004435746745,0.4006988899152642,-0.0440742375012429
0.9194354854287176,0.8809299896727107,0.4903769233544611,-0.0560052593426849
0.9223849745800432,0.8886421905106998,0.5035387661248193,-0.0537723247824143
0.7971061939403201,0.9130581721313208,0.445892123815797,-0.0330747668833191
0.8218633845928862,0.8430221336354141,0.2192239281025489,-0.0684020120702759
0.8984888360402862,0.8837187328887731,0.4147632814457127,-0.0634922435358907
0.8555282055956475,0.9060877224967278,0.4215502509052223,-0.0661021125118437
0.8054479726153235,0.8923391939511427,0.481736269183531,-0.0318649465288045
0.8599678716557364,0.904439101949834,0.3035836674277789,-0.0816520583251467
0.8465618552576585,0.878708767922577,0.4715327148022503,-0.0326382663968125
0.8697272854255476,0.9017716159890355,0.4364824479708344,-0.0624562110286746
0.83213289854529,0.9404854082377564,0.4418220630088782,-0.0704420338886882
0.8214843275452363,0.8378163233496433,0.2780068804175453,-0.0555920524563
0.8817746991038254,0.8889950431556634,0.3152797674869808,-0.081568826860575
0.9289850231348435,0.8927359462084749,0.5138649781324933,-0.0594995269913729
0.8866451937440554,0.900418068833494,0.483531764823116,-0.0373970696575347
